Married,Dependents,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Female,Gender_Male,Education_Graduate,Education_Not Graduate,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Loan_Status
-1.3803352649943352,-0.7485862381397372,-0.3940737464575112,-0.3528020005260067,-0.5632274522820069,-1.131588492380916,0.28069138826167456,0.39751587128632765,-0.4640544522504502,0.46405445225045033,0.5404676337745813,-0.5404676337745812,-0.6473601350938059,-0.7741760356675698,1.42508392648674,1.0
0.7244616763479587,0.25020681329127087,-0.3940737464575112,-0.3433464024197133,-0.5632274522820069,-0.5923093226951952,0.28069138826167456,0.39751587128632765,-0.4640544522504502,0.46405445225045033,0.5404676337745813,-0.5404676337745812,-0.6473601350938059,1.2916958855975214,-0.7017130580269054,1.0
0.7244616763479587,1.248999864722279,-0.3940737464575112,-0.33947115729418326,0.05040559809741154,0.040757528674998794,0.28069138826167456,-2.5156228272448207,-0.4640544522504502,0.46405445225045033,0.5404676337745813,-0.5404676337745812,1.544735218913495,-0.7741760356675698,-0.7017130580269054,1.0
0.7244616763479587,0.25020681329127087,-0.3940737464575112,-0.44596289334374944,-0.024952846686025806,-0.39301049911568975,-2.4867678815472076,-2.5156228272448207,-0.4640544522504502,0.46405445225045033,-1.8502495570661337,1.8502495570661337,1.544735218913495,-0.7741760356675698,-0.7017130580269054,0.0
0.7244616763479587,-0.7485862381397372,-0.3940737464575112,-0.45107821690944916,0.23449551321123707,0.040757528674998794,0.28069138826167456,0.39751587128632765,-0.4640544522504502,0.46405445225045033,0.5404676337745813,-0.5404676337745812,-0.6473601350938059,1.2916958855975214,-0.7017130580269054,0.0
0.7244616763479587,1.248999864722279,2.5375960946127614,-0.5665605216502451,0.10961580471296946,-0.5805858624846361,0.28069138826167456,0.39751587128632765,-0.4640544522504502,0.46405445225045033,-1.8502495570661337,1.8502495570661337,-0.6473601350938059,1.2916958855975214,-0.7017130580269054,0.0
0.7244616763479587,-0.7485862381397372,-0.3940737464575112,-0.3921744910013922,0.662603249528574,-1.0612477311175612,-2.4867678815472076,0.39751587128632765,-0.4640544522504502,0.46405445225045033,0.5404676337745813,-0.5404676337745812,-0.6473601350938059,1.2916958855975214,-0.7017130580269054,
0.7244616763479587,-0.7485862381397372,-0.3940737464575112,-0.4878155406994742,0.20399328556079815,-1.037800810696443,0.28069138826167456,0.39751587128632765,-0.4640544522504502,0.46405445225045033,0.5404676337745813,-0.5404676337745812,1.544735218913495,-0.7741760356675698,-0.7017130580269054,1.0
-1.3803352649943352,-0.7485862381397372,2.5375960946127614,0.2962240530977687,-0.5632274522820069,0.5565897779396014,0.28069138826167456,0.39751587128632765,2.154919525392895,-2.154919525392895,0.5404676337745813,-0.5404676337745812,1.544735218913495,-0.7741760356675698,-0.7017130580269054,0.0
0.7244616763479587,-0.7485862381397372,-0.3940737464575112,-0.1467939696528284,1.4553023187029221,1.2717208507837094,0.28069138826167456,0.39751587128632765,-0.4640544522504502,0.46405445225045033,0.5404676337745813,-0.5404676337745812,-0.6473601350938059,1.2916958855975214,-0.7017130580269054,0.0
